
Top 27000 Scenarios (Highest Returns):
Rank  Strike   DTE            S0      S_fin    IVbuy   IVsell    Price Buy   Price Sell     Return
381   596      23      556.220  611.842    0.200    0.270    1.238   15.842   1179.99%
382   596      23      556.220  611.842    0.200    0.260    1.238   15.842   1179.99%
383   596      23      556.220  611.842    0.200    0.250    1.238   15.842   1179.99%
384   596      23      556.220  611.842    0.200    0.290    1.238   15.842   1179.99%
385   596      23      556.220  611.842    0.200    0.300    1.238   15.842   1179.99%
386   604      22      556.220  611.842    0.200    0.280    0.613    7.842   1179.45%
387   604      22      556.220  611.842    0.200    0.300    0.613    7.842   1179.45%
388   604      22      556.220  611.842    0.200    0.220    0.613    7.842   1179.45%
389   604      22      556.220  611.842    0.200    0.270    0.613    7.842   1179.45%
390   604      22      556.220  611.842    0.200    0.260    0.613    7.842   1179.45%
391   604      22      556.220  611.842    0.200    0.240    0.613    7.842   1179.45%
392   604      22      556.220  611.842    0.200    0.200    0.613    7.842   1179.45%
393   604      22      556.220  611.842    0.200    0.290    0.613    7.842   1179.45%
394   604      22      556.220  611.842    0.200    0.250    0.613    7.842   1179.45%
395   604      22      556.220  611.842    0.200    0.210    0.613    7.842   1179.45%
396   604      22      556.220  611.842    0.200    0.230    0.613    7.842   1179.45%
397   600      23      556.220  611.842    0.200    0.250    0.927   11.842   1178.12%
398   600      23      556.220  611.842    0.200    0.290    0.927   11.842   1178.12%
399   600      23      556.220  611.842    0.200    0.230    0.927   11.842   1178.12%
400   600      23      556.220  611.842    0.200    0.270    0.927   11.842   1178.12%
401   600      23      556.220  611.842    0.200    0.200    0.927   11.842   1178.12%
402   600      23      556.220  611.842    0.200    0.220    0.927   11.842   1178.12%
403   600      23      556.220  611.842    0.200    0.280    0.927   11.842   1178.12%
404   600      23      556.220  611.842    0.200    0.210    0.927   11.842   1178.12%
405   600      23      556.220  611.842    0.200    0.240    0.927   11.842   1178.12%
406   600      23      556.220  611.842    0.200    0.300    0.927   11.842   1178.12%
407   600      23      556.220  611.842    0.200    0.260    0.927   11.842   1178.12%
408   606      21      556.220  611.842    0.200    0.200    0.460    5.842   1170.18%
409   606      21      556.220  611.842    0.200    0.220    0.460    5.842   1170.18%
410   606      21      556.220  611.842    0.200    0.280    0.460    5.842   1170.18%
411   606      21      556.220  611.842    0.200    0.260    0.460    5.842   1170.18%
412   606      21      556.220  611.842    0.200    0.240    0.460    5.842   1170.18%
413   606      21      556.220  611.842    0.200    0.250    0.460    5.842   1170.18%
414   606      21      556.220  611.842    0.200    0.270    0.460    5.842   1170.18%
415   606      21      556.220  611.842    0.200    0.210    0.460    5.842   1170.18%
416   606      21      556.220  611.842    0.200    0.230    0.460    5.842   1170.18%
417   606      21      556.220  611.842    0.200    0.290    0.460    5.842   1170.18%
418   606      21      556.220  611.842    0.200    0.300    0.460    5.842   1170.18%
419   595      23      556.220  611.842    0.200    0.290    1.328   16.842   1168.08%
420   595      23      556.220  611.842    0.200    0.250    1.328   16.842   1168.08%
421   595      23      556.220  611.842    0.200    0.280    1.328   16.842   1168.08%
422   595      23      556.220  611.842    0.200    0.220    1.328   16.842   1168.08%
423   595      23      556.220  611.842    0.200    0.230    1.328   16.842   1168.08%
424   595      23      556.220  611.842    0.200    0.210    1.328   16.842   1168.08%
425   595      23      556.220  611.842    0.200    0.300    1.328   16.842   1168.08%
426   595      23      556.220  611.842    0.200    0.270    1.328   16.842   1168.08%
427   595      23      556.220  611.842    0.200    0.260    1.328   16.842   1168.08%
428   595      23      556.220  611.842    0.200    0.240    1.328   16.842   1168.08%
429   595      23      556.220  611.842    0.200    0.200    1.328   16.842   1168.08%
430   587      21      556.220  611.842    0.200    0.220    1.965   24.842   1163.99%
431   587      21      556.220  611.842    0.200    0.230    1.965   24.842   1163.99%
432   587      21      556.220  611.842    0.200    0.200    1.965   24.842   1163.99%
433   587      21      556.220  611.842    0.200    0.260    1.965   24.842   1163.99%
434   587      21      556.220  611.842    0.200    0.280    1.965   24.842   1163.99%
435   587      21      556.220  611.842    0.200    0.270    1.965   24.842   1163.99%
436   587      21      556.220  611.842    0.200    0.240    1.965   24.842   1163.99%
437   587      21      556.220  611.842    0.200    0.210    1.965   24.842   1163.99%
438   587      21      556.220  611.842    0.200    0.290    1.965   24.842   1163.99%
439   587      21      556.220  611.842    0.200    0.250    1.965   24.842   1163.99%
440   587      21      556.220  611.842    0.200    0.300    1.965   24.842   1163.99%
441   590      22      556.220  611.842    0.200    0.200    1.731   21.842   1162.14%
442   590      22      556.220  611.842    0.200    0.240    1.731   21.842   1162.14%
443   590      22      556.220  611.842    0.200    0.300    1.731   21.842   1162.14%
444   590      22      556.220  611.842    0.200    0.280    1.731   21.842   1162.14%
445   590      22      556.220  611.842    0.200    0.230    1.731   21.842   1162.14%
446   590      22      556.220  611.842    0.200    0.210    1.731   21.842   1162.14%
447   590      22      556.220  611.842    0.200    0.270    1.731   21.842   1162.14%
448   590      22      556.220  611.842    0.200    0.250    1.731   21.842   1162.14%
449   590      22      556.220  611.842    0.200    0.220    1.731   21.842   1162.14%
450   590      22      556.220  611.842    0.200    0.290    1.731   21.842   1162.14%
451   590      22      556.220  611.842    0.200    0.260    1.731   21.842   1162.14%
452   601      23      556.220  611.842    0.200    0.290    0.860   10.842   1160.33%
453   601      23      556.220  611.842    0.200    0.220    0.860   10.842   1160.33%
454   601      23      556.220  611.842    0.200    0.200    0.860   10.842   1160.33%
455   601      23      556.220  611.842    0.200    0.250    0.860   10.842   1160.33%
456   601      23      556.220  611.842    0.200    0.260    0.860   10.842   1160.33%
457   601      23      556.220  611.842    0.200    0.300    0.860   10.842   1160.33%
458   601      23      556.220  611.842    0.200    0.240    0.860   10.842   1160.33%
459   601      23      556.220  611.842    0.200    0.210    0.860   10.842   1160.33%
460   601      23      556.220  611.842    0.200    0.280    0.860   10.842   1160.33%
461   601      23      556.220  611.842    0.200    0.230    0.860   10.842   1160.33%
462   601      23      556.220  611.842    0.200    0.270    0.860   10.842   1160.33%
463   594      23      556.220  611.842    0.200    0.210    1.424   17.842   1152.76%
464   594      23      556.220  611.842    0.200    0.200    1.424   17.842   1152.76%
465   594      23      556.220  611.842    0.200    0.290    1.424   17.842   1152.76%
466   594      23      556.220  611.842    0.200    0.250    1.424   17.842   1152.76%
467   594      23      556.220  611.842    0.200    0.300    1.424   17.842   1152.76%
468   594      23      556.220  611.842    0.200    0.260    1.424   17.842   1152.76%
469   594      23      556.220  611.842    0.200    0.280    1.424   17.842   1152.76%
470   594      23      556.220  611.842    0.200    0.220    1.424   17.842   1152.76%
471   594      23      556.220  611.842    0.200    0.240    1.424   17.842   1152.76%
472   594      23      556.220  611.842    0.200    0.270    1.424   17.842   1152.76%
473   594      23      556.220  611.842    0.200    0.230    1.424   17.842   1152.76%
474   593      23      556.220  611.842    0.200    0.290    1.526   18.842   1134.64%
475   593      23      556.220  611.842    0.200    0.250    1.526   18.842   1134.64%
476   593      23      556.220  611.842    0.200    0.300    1.526   18.842   1134.64%
477   593      23      556.220  611.842    0.200    0.260    1.526   18.842   1134.64%
478   593      23      556.220  611.842    0.200    0.210    1.526   18.842   1134.64%
479   593      23      556.220  611.842    0.200    0.270    1.526   18.842   1134.64%
480   593      23      556.220  611.842    0.200    0.240    1.526   18.842   1134.64%
481   593      23      556.220  611.842    0.200    0.230    1.526   18.842   1134.64%
482   593      23      556.220  611.842    0.200    0.200    1.526   18.842   1134.64%
483   593      23      556.220  611.842    0.200    0.220    1.526   18.842   1134.64%
484   593      23      556.220  611.842    0.200    0.280    1.526   18.842   1134.64%
485   602      23      556.220  611.842    0.200    0.220    0.798    9.842   1133.11%
486   602      23      556.220  611.842    0.200    0.240    0.798    9.842   1133.11%
487   602      23      556.220  611.842    0.200    0.260    0.798    9.842   1133.11%
488   602      23      556.220  611.842    0.200    0.230    0.798    9.842   1133.11%
489   602      23      556.220  611.842    0.200    0.270    0.798    9.842   1133.11%
490   602      23      556.220  611.842    0.200    0.250    0.798    9.842   1133.11%
491   602      23      556.220  611.842    0.200    0.290    0.798    9.842   1133.11%
492   602      23      556.220  611.842    0.200    0.210    0.798    9.842   1133.11%
493   602      23      556.220  611.842    0.200    0.280    0.798    9.842   1133.11%
494   602      23      556.220  611.842    0.200    0.200    0.798    9.842   1133.11%
495   602      23      556.220  611.842    0.200    0.300    0.798    9.842   1133.11%
496   589      22      556.220  611.842    0.200    0.230    1.853   22.842   1132.68%
497   589      22      556.220  611.842    0.200    0.220    1.853   22.842   1132.68%
498   589      22      556.220  611.842    0.200    0.300    1.853   22.842   1132.68%
499   589      22      556.220  611.842    0.200    0.200    1.853   22.842   1132.68%
500   589      22      556.220  611.842    0.200    0.280    1.853   22.842   1132.68%
501   589      22      556.220  611.842    0.200    0.290    1.853   22.842   1132.68%
502   589      22      556.220  611.842    0.200    0.250    1.853   22.842   1132.68%
503   589      22      556.220  611.842    0.200    0.260    1.853   22.842   1132.68%
504   589      22      556.220  611.842    0.200    0.210    1.853   22.842   1132.68%
505   589      22      556.220  611.842    0.200    0.270    1.853   22.842   1132.68%
506   589      22      556.220  611.842    0.200    0.240    1.853   22.842   1132.68%
507   586      21      556.220  611.842    0.200    0.300    2.104   25.842   1128.00%
508   586      21      556.220  611.842    0.200    0.290    2.104   25.842   1128.00%
509   586      21      556.220  611.842    0.200    0.260    2.104   25.842   1128.00%
510   586      21      556.220  611.842    0.200    0.210    2.104   25.842   1128.00%
511   586      21      556.220  611.842    0.200    0.280    2.104   25.842   1128.00%
512   586      21      556.220  611.842    0.200    0.220    2.104   25.842   1128.00%
513   586      21      556.220  611.842    0.200    0.240    2.104   25.842   1128.00%
514   586      21      556.220  611.842    0.200    0.250    2.104   25.842   1128.00%
515   586      21      556.220  611.842    0.200    0.200    2.104   25.842   1128.00%
